negative indicative past 1sg	t͡ʃerket͡si	t͡ʃkaɣet͡si	t͡ʃabret͡saj	t͡ʃxoset͡saj	t͡ʃad͡zilvet͡saj	t͡ʃzzvet͡saj	t͡ʃaɣat͡si	t͡ʃgartat͡si	t͡ʃardaheɣut͡si	t͡ʃtoɣut͡si, t͡ʃtoɣi	t͡ʃad͡ʒet͡sut͡si	t͡ʃmodet͡sut͡si	t͡ʃusut͡si	t͡ʃd͡zanut͡si	t͡ʃant͡saj	t͡ʃmeraj	t͡ʃergnaj	t͡ʃgbaj	t͡ʃamt͡ʃt͡saj	t͡ʃnihart͡saj	t͡ʃertvaj	t͡ʃzposnet͡si	t͡ʃit͡ʃaj	t͡ʃit͡ʃaj	t͡ʃkdaj	t͡ʃkdaj	t͡ʃelaj	t͡ʃelaj	t͡ʃtbaj	t͡ʃtbaj	t͡ʃgrt͡saj							t͡ʃeɣaj	t͡ʃegaj	t͡ʃlat͡si	t͡ʃdvi	t͡ʃardaperi	t͡ʃperi	t͡ʃantratart͡saj	t͡ʃtart͡saj	t͡ʃari	t͡ʃpat͡si	t͡ʃtri	t͡ʃkat͡si	t͡ʃzargi	t͡ʃzit͡ʃaj	t͡ʃəntunet͡saj, t͡ʃəntunet͡si	t͡ʃəri	t͡ʃəsi	t͡ʃtkaj, t͡ʃtki	t͡ʃingaj	t͡ʃxad͡zaj, t͡ʃxad͡zi	t͡ʃxaɣat͡si, t͡ʃxaɣt͡saj	t͡ʃmnat͡si	t͡ʃnsdet͡saj, t͡ʃnsdaj	t͡ʃgeraj	t͡ʃdari
negative indicative past 2pl	t͡ʃerket͡sik	t͡ʃkaɣet͡sik	t͡ʃabret͡sak	t͡ʃxoset͡sak	t͡ʃad͡zilvet͡sak	t͡ʃzzvet͡sak	t͡ʃaɣat͡sik	t͡ʃgartat͡sik	t͡ʃardaheɣut͡sik	t͡ʃtoɣut͡sik, t͡ʃtoɣik	t͡ʃad͡ʒet͡sut͡sik	t͡ʃmodet͡sut͡sik	t͡ʃusut͡sik	t͡ʃd͡zanut͡sik	t͡ʃant͡sak	t͡ʃmerak	t͡ʃergnak	t͡ʃgbak	t͡ʃamt͡ʃt͡sak	t͡ʃnihart͡sak	t͡ʃertvak	t͡ʃzposnet͡sik	t͡ʃit͡ʃak	t͡ʃit͡ʃak	t͡ʃkdak	t͡ʃkdak	t͡ʃelak	t͡ʃelak	t͡ʃtbak	t͡ʃtbak	t͡ʃgrt͡sak							t͡ʃeɣak	t͡ʃegak	t͡ʃlat͡sik	t͡ʃdvik	t͡ʃardaperik	t͡ʃperik	t͡ʃantratart͡sak	t͡ʃtart͡sak	t͡ʃarik	t͡ʃpat͡sik	t͡ʃtrik	t͡ʃkat͡sik	t͡ʃzargik	t͡ʃzit͡ʃak	t͡ʃəntunet͡sak, t͡ʃəntunet͡sik	t͡ʃərik	t͡ʃəsik	t͡ʃtkak, t͡ʃtkik	t͡ʃingak	t͡ʃxad͡zak, t͡ʃxad͡zik	t͡ʃxaɣat͡sik, t͡ʃxaɣt͡sak	t͡ʃmnat͡sik	t͡ʃnsdet͡sak, t͡ʃnsdak	t͡ʃgerak	t͡ʃdarik
negative indicative past 2sg	t͡ʃerket͡sir	t͡ʃkaɣet͡sir	t͡ʃabret͡sar	t͡ʃxoset͡sar	t͡ʃad͡zilvet͡sar	t͡ʃzzvet͡sar	t͡ʃaɣat͡sir	t͡ʃgartat͡sir	t͡ʃardaheɣut͡sir	t͡ʃtoɣut͡sir, t͡ʃtoɣir	t͡ʃad͡ʒet͡sut͡sir	t͡ʃmodet͡sut͡sir	t͡ʃusut͡sir	t͡ʃd͡zanut͡sir	t͡ʃant͡sar	t͡ʃmerar	t͡ʃergnar	t͡ʃgbar	t͡ʃamt͡ʃt͡sar	t͡ʃnihart͡sar	t͡ʃertvar	t͡ʃzposnet͡sir	t͡ʃit͡ʃar	t͡ʃit͡ʃar	t͡ʃkdar	t͡ʃkdar	t͡ʃelar	t͡ʃelar	t͡ʃtbar	t͡ʃtbar	t͡ʃgrt͡sar							t͡ʃeɣar	t͡ʃegar	t͡ʃlat͡sir	t͡ʃdvir	t͡ʃardaperir	t͡ʃperir	t͡ʃantratart͡sar	t͡ʃtart͡sar	t͡ʃarir	t͡ʃpat͡sir	t͡ʃtrir	t͡ʃkat͡sir	t͡ʃzargir	t͡ʃzit͡ʃar	t͡ʃəntunet͡sar, t͡ʃəntunet͡sir	t͡ʃərir	t͡ʃəsir	t͡ʃtkar, t͡ʃtkir	t͡ʃingar	t͡ʃxad͡zar, t͡ʃxad͡zir	t͡ʃxaɣat͡sir, t͡ʃxaɣt͡sar	t͡ʃmnat͡sir	t͡ʃnsdet͡sar, t͡ʃnsdar	t͡ʃgerar	t͡ʃdarir
negative indicative past 3pl	t͡ʃerket͡sin	t͡ʃkaɣet͡sin	t͡ʃabret͡san	t͡ʃxoset͡san	t͡ʃad͡zilvet͡san	t͡ʃzzvet͡san	t͡ʃaɣat͡sin	t͡ʃgartat͡sin	t͡ʃardaheɣut͡sin	t͡ʃtoɣut͡sin, t͡ʃtoɣin	t͡ʃad͡ʒet͡sut͡sin	t͡ʃmodet͡sut͡sin	t͡ʃusut͡sin	t͡ʃd͡zanut͡sin	t͡ʃant͡san	t͡ʃmeran	t͡ʃergnan	t͡ʃgban	t͡ʃamt͡ʃt͡san	t͡ʃnihart͡san	t͡ʃertvan	t͡ʃzposnet͡sin	t͡ʃit͡ʃan	t͡ʃit͡ʃan	t͡ʃkdan	t͡ʃkdan	t͡ʃelan	t͡ʃelan	t͡ʃtban	t͡ʃtban	t͡ʃgrt͡san							t͡ʃeɣan	t͡ʃegan	t͡ʃlat͡sin	t͡ʃdvin	t͡ʃardaperin	t͡ʃperin	t͡ʃantratart͡san	t͡ʃtart͡san	t͡ʃarin	t͡ʃpat͡sin	t͡ʃtrin	t͡ʃkat͡sin	t͡ʃzargin	t͡ʃzit͡ʃan	t͡ʃəntunet͡san, t͡ʃəntunet͡sin	t͡ʃərin	t͡ʃəsin	t͡ʃtkan, t͡ʃtkin	t͡ʃingan	t͡ʃxad͡zan, t͡ʃxad͡zin	t͡ʃxaɣat͡sin, t͡ʃxaɣt͡san	t͡ʃmnat͡sin	t͡ʃnsdet͡san, t͡ʃnsdan	t͡ʃgeran	t͡ʃdarin
negative indicative past 3sg	t͡ʃerket͡s	t͡ʃkaɣet͡s	t͡ʃabret͡saw	t͡ʃxoset͡saw	t͡ʃad͡zilvet͡saw	t͡ʃzzvet͡saw	t͡ʃaɣat͡s	t͡ʃgartat͡s	t͡ʃardaheɣut͡s	t͡ʃtoɣut͡s, t͡ʃtoɣ	t͡ʃad͡ʒet͡sut͡s	t͡ʃmodet͡sut͡s	t͡ʃusut͡s	t͡ʃd͡zanut͡s	t͡ʃant͡saw	t͡ʃmeraw	t͡ʃergnaw	t͡ʃgbaw	t͡ʃamt͡ʃt͡saw	t͡ʃnihart͡saw	t͡ʃertvaw	t͡ʃzposnet͡s	t͡ʃit͡ʃaw	t͡ʃit͡ʃaw	t͡ʃkdaw	t͡ʃkdaw	t͡ʃelaw	t͡ʃelaw	t͡ʃtbaw	t͡ʃtbaw	t͡ʃgrt͡saw							t͡ʃeɣaw	t͡ʃegaw	t͡ʃlat͡saw	t͡ʃdvaw	t͡ʃardaperaw	t͡ʃperaw	t͡ʃantratart͡saw	t͡ʃtart͡saw	t͡ʃaraw	t͡ʃpat͡saw	t͡ʃtraw	t͡ʃknat͡s	t͡ʃzargaw	t͡ʃzit͡ʃaw	t͡ʃəntunet͡s, t͡ʃəntunet͡saw	t͡ʃəraw	t͡ʃəsaw	t͡ʃtkaw	t͡ʃingaw	t͡ʃxad͡zaw	t͡ʃxaɣat͡s, t͡ʃxaɣt͡saw	t͡ʃmnat͡s	t͡ʃnsdet͡saw, t͡ʃnsdaw	t͡ʃgeraw	t͡ʃdaraw
negative indicative past imperfect 1pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃuneink	periphrasis	t͡ʃgajink	t͡ʃeink	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 1sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunei	periphrasis	t͡ʃgaji	t͡ʃei	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 2pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃuneik	periphrasis	t͡ʃgajik	t͡ʃeik	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 2sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃuneir	periphrasis	t͡ʃgajir	t͡ʃeir	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 3pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunein	periphrasis	t͡ʃgajin	t͡ʃein	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 3sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃuner	periphrasis	t͡ʃgar	t͡ʃer	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 1pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunink	periphrasis	t͡ʃgank	t͡ʃenk	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 1sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunim	periphrasis	t͡ʃgam	t͡ʃem	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 2pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunik	periphrasis	t͡ʃgak	t͡ʃek	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 2sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunis	periphrasis	t͡ʃgas	t͡ʃes	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 3pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃunin	periphrasis	t͡ʃgan	t͡ʃen	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 3sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			t͡ʃuni	periphrasis	t͡ʃgaj	t͡ʃe	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative infinitival	t͡ʃerkel	t͡ʃkaɣel	t͡ʃabril	t͡ʃxosil	t͡ʃad͡zilvil	t͡ʃzzvil	t͡ʃaɣal	t͡ʃgartal	t͡ʃardaheɣul	t͡ʃtoɣul	t͡ʃad͡ʒet͡snel	t͡ʃmodet͡snel	t͡ʃusut͡sanel	t͡ʃd͡zanut͡sanel	t͡ʃant͡snil	t͡ʃmernil	t͡ʃergnt͡ʃil	t͡ʃgbt͡ʃil	t͡ʃamt͡ʃnal	t͡ʃniharnal	t͡ʃertnul	t͡ʃzposnul	t͡ʃit͡ʃnel	t͡ʃit͡ʃnal	t͡ʃkdnel	t͡ʃkdnal	t͡ʃellel	t͡ʃellal	t͡ʃtbt͡ʃil	t͡ʃtbil		t͡ʃgarenal	t͡ʃerewil					t͡ʃəllal	t͡ʃkal	t͡ʃlal	t͡ʃdal	t͡ʃardaperel	t͡ʃperel	t͡ʃantratarnal	t͡ʃtarnal	t͡ʃarnel	t͡ʃpanal	t͡ʃtnel	t͡ʃertal	t͡ʃzarnel	t͡ʃzit͡ʃil	t͡ʃəntunil	t͡ʃənel	t͡ʃəsel	t͡ʃtknel	t͡ʃijnal	t͡ʃxad͡znel	t͡ʃxaɣal	t͡ʃmnal	t͡ʃnsdil	t͡ʃudel	t͡ʃdanil
negative perfect participle	t͡ʃerkad͡z	t͡ʃkaɣad͡z	t͡ʃabrad͡z	t͡ʃxosad͡z	t͡ʃad͡zilvad͡z	t͡ʃzzvad͡z	t͡ʃaɣat͡sad͡z	t͡ʃgartat͡sad͡z	t͡ʃardaheɣad͡z, t͡ʃardaheɣut͡sad͡z	t͡ʃtoɣad͡z, t͡ʃtoɣut͡sad͡z	t͡ʃad͡ʒet͡sut͡sad͡z	t͡ʃmodet͡sut͡sad͡z	t͡ʃusut͡sad͡z	t͡ʃd͡zanut͡sad͡z	t͡ʃant͡sad͡z	t͡ʃmerad͡z	t͡ʃergnad͡z	t͡ʃgbad͡z	t͡ʃamt͡ʃt͡sad͡z	t͡ʃnihart͡sad͡z	t͡ʃertvad͡z	t͡ʃzposad͡z	t͡ʃit͡ʃad͡z	t͡ʃit͡ʃad͡z	t͡ʃkdad͡z	t͡ʃkdad͡z	t͡ʃelad͡z	t͡ʃelad͡z	t͡ʃtbad͡z	t͡ʃtbad͡z	t͡ʃgrt͡sad͡z							t͡ʃeɣad͡z	t͡ʃegad͡z	t͡ʃlat͡sad͡z	t͡ʃdvad͡z	t͡ʃardaperad͡z	t͡ʃperad͡z	t͡ʃantratart͡sad͡z	t͡ʃtart͡sad͡z	t͡ʃarad͡z	t͡ʃpat͡sad͡z	t͡ʃtrad͡z	t͡ʃkat͡sad͡z	t͡ʃzargad͡z	t͡ʃzit͡ʃad͡z	t͡ʃəntunad͡z	t͡ʃərad͡z	t͡ʃəsad͡z	t͡ʃtkad͡z	t͡ʃingad͡z	t͡ʃxad͡zad͡z	t͡ʃxaɣt͡sad͡z	t͡ʃmnat͡sad͡z	t͡ʃnsdad͡z	t͡ʃgerad͡z	t͡ʃdarad͡z
negative prospective participle	t͡ʃerkelik	t͡ʃkaɣelik	t͡ʃabrelik	t͡ʃxoselik	t͡ʃad͡zilvelik	t͡ʃzzvelik	t͡ʃaɣalik	t͡ʃgartalik	t͡ʃardaheɣelik	t͡ʃtoɣelik	t͡ʃad͡ʒet͡snelik	t͡ʃmodet͡snelik	t͡ʃusut͡sanelik	t͡ʃd͡zanut͡sanelik	t͡ʃant͡snelik	t͡ʃmernelik	t͡ʃergnt͡ʃelik	t͡ʃgbt͡ʃelik	t͡ʃamt͡ʃnalik	t͡ʃniharnalik	t͡ʃertnelik	t͡ʃzposnelik	t͡ʃit͡ʃnelik	t͡ʃit͡ʃnalik	t͡ʃkdnelik	t͡ʃkdnalik	t͡ʃellelik	t͡ʃellalik	t͡ʃtbt͡ʃelik	t͡ʃtbelik		t͡ʃgarenalik	t͡ʃerewelik					t͡ʃəllalik	t͡ʃkalik	t͡ʃlalik	t͡ʃdalik	t͡ʃardaperelik	t͡ʃperelik	t͡ʃantratarnalik	t͡ʃtarnalik	t͡ʃarnelik	t͡ʃpanalik	t͡ʃtnelik	t͡ʃertalik	t͡ʃzarnelik	t͡ʃzit͡ʃelik	t͡ʃəntunelik	t͡ʃənelik	t͡ʃəselik	t͡ʃtknelik	t͡ʃijnalik	t͡ʃxad͡znelik	t͡ʃxaɣalik	t͡ʃmnalik	t͡ʃnsdelik	t͡ʃudelik	t͡ʃdanelik
negative subject participle	t͡ʃerkoɣ	t͡ʃkaɣoɣ	t͡ʃabroɣ	t͡ʃxosoɣ	t͡ʃad͡zilvoɣ	t͡ʃzzvoɣ	t͡ʃaɣat͡soɣ	t͡ʃgartat͡soɣ	t͡ʃardaheɣoɣ, t͡ʃardaheɣut͡soɣ	t͡ʃtoɣoɣ, t͡ʃtoɣut͡soɣ	t͡ʃad͡ʒet͡snoɣ	t͡ʃmodet͡snoɣ	t͡ʃusut͡sanoɣ	t͡ʃd͡zanut͡sanoɣ	t͡ʃant͡snoɣ	t͡ʃmernoɣ			t͡ʃamt͡ʃt͡soɣ	t͡ʃnihart͡soɣ	t͡ʃertvoɣ	t͡ʃzposnoɣ, t͡ʃzposoɣ	t͡ʃit͡ʃnoɣ	t͡ʃit͡ʃnoɣ	t͡ʃkdnoɣ	t͡ʃkdnoɣ	t͡ʃelloɣ	t͡ʃelloɣ	t͡ʃtbt͡ʃoɣ	t͡ʃtboɣ	t͡ʃgrt͡soɣ							t͡ʃeɣoɣ	t͡ʃegoɣ	t͡ʃlat͡soɣ	t͡ʃdvoɣ	t͡ʃardaperoɣ	t͡ʃperoɣ	t͡ʃantratart͡soɣ	t͡ʃtart͡soɣ	t͡ʃarnoɣ	t͡ʃpat͡soɣ	t͡ʃtnoɣ	t͡ʃkat͡soɣ	t͡ʃzarnoɣ	t͡ʃzit͡ʃoɣ	t͡ʃəntunoɣ	t͡ʃənoɣ	t͡ʃəsoɣ	t͡ʃtknoɣ	t͡ʃingoɣ	t͡ʃxad͡znoɣ	t͡ʃxaɣt͡soɣ	t͡ʃmnat͡soɣ	t͡ʃnsdoɣ	t͡ʃudoɣ	t͡ʃdanoɣ
negative subjunctive past imperfect 1pl	t͡ʃerkeink	t͡ʃkaɣeink	t͡ʃabreink	t͡ʃxoseink	t͡ʃad͡zilveink	t͡ʃzzveink	t͡ʃaɣajink	t͡ʃgartajink	t͡ʃardaheɣeink, t͡ʃardaheɣvink	t͡ʃtoɣeink, t͡ʃtoɣvink	t͡ʃad͡ʒet͡sneink	t͡ʃmodet͡sneink	t͡ʃusut͡saneink	t͡ʃd͡zanut͡saneink	t͡ʃant͡sneink	t͡ʃmerneink			t͡ʃamt͡ʃnajink	t͡ʃniharnajink	t͡ʃertneink, t͡ʃertnvink	t͡ʃzposneink	t͡ʃit͡ʃneink	t͡ʃit͡ʃnajink	t͡ʃkdneink	t͡ʃkdnajink	t͡ʃelleink	t͡ʃellajink	t͡ʃtbt͡ʃeink	t͡ʃtbeink	t͡ʃgrnajink	t͡ʃgarenajink		t͡ʃuneink	t͡ʃkideink	t͡ʃgajink		t͡ʃəllajink	t͡ʃkajink	t͡ʃlajink	t͡ʃdajink	t͡ʃardapereink	t͡ʃpereink	t͡ʃantratarnajink	t͡ʃtarnajink	t͡ʃarneink	t͡ʃpanajink	t͡ʃtneink	t͡ʃertajink	t͡ʃzarneink	t͡ʃzit͡ʃeink	t͡ʃəntuneink	t͡ʃəneink	t͡ʃəseink	t͡ʃtkneink	t͡ʃijnajink	t͡ʃxad͡zneink	t͡ʃxaɣajink	t͡ʃmnajink	t͡ʃnsdeink	t͡ʃudeink	t͡ʃdaneink
negative subjunctive past imperfect 1sg	t͡ʃerkei	t͡ʃkaɣei	t͡ʃabrei	t͡ʃxosei	t͡ʃad͡zilvei	t͡ʃzzvei	t͡ʃaɣaji	t͡ʃgartaji	t͡ʃardaheɣei, t͡ʃardaheɣvi	t͡ʃtoɣei, t͡ʃtoɣvi	t͡ʃad͡ʒet͡snei	t͡ʃmodet͡snei	t͡ʃusut͡sanei	t͡ʃd͡zanut͡sanei	t͡ʃant͡snei	t͡ʃmernei			t͡ʃamt͡ʃnaji	t͡ʃniharnaji	t͡ʃertnei, t͡ʃertnvi	t͡ʃzposnei	t͡ʃit͡ʃnei	t͡ʃit͡ʃnaji	t͡ʃkdnei	t͡ʃkdnaji	t͡ʃellei	t͡ʃellaji	t͡ʃtbt͡ʃei	t͡ʃtbei	t͡ʃgrnaji	t͡ʃgarenaji		t͡ʃunei	t͡ʃkidei	t͡ʃgaji		t͡ʃəllaji	t͡ʃkaji	t͡ʃlaji	t͡ʃdaji	t͡ʃardaperei	t͡ʃperei	t͡ʃantratarnaji	t͡ʃtarnaji	t͡ʃarnei	t͡ʃpanaji	t͡ʃtnei	t͡ʃertaji	t͡ʃzarnei	t͡ʃzit͡ʃei	t͡ʃəntunei	t͡ʃənei	t͡ʃəsei	t͡ʃtknei	t͡ʃijnaji	t͡ʃxad͡znei	t͡ʃxaɣaji	t͡ʃmnaji	t͡ʃnsdei	t͡ʃudei	t͡ʃdanei
negative subjunctive past imperfect 2pl	t͡ʃerkeik	t͡ʃkaɣeik	t͡ʃabreik	t͡ʃxoseik	t͡ʃad͡zilveik	t͡ʃzzveik	t͡ʃaɣajik	t͡ʃgartajik	t͡ʃardaheɣeik, t͡ʃardaheɣvik	t͡ʃtoɣeik, t͡ʃtoɣvik	t͡ʃad͡ʒet͡sneik	t͡ʃmodet͡sneik	t͡ʃusut͡saneik	t͡ʃd͡zanut͡saneik	t͡ʃant͡sneik	t͡ʃmerneik			t͡ʃamt͡ʃnajik	t͡ʃniharnajik	t͡ʃertneik, t͡ʃertnvik	t͡ʃzposneik	t͡ʃit͡ʃneik	t͡ʃit͡ʃnajik	t͡ʃkdneik	t͡ʃkdnajik	t͡ʃelleik	t͡ʃellajik	t͡ʃtbt͡ʃeik	t͡ʃtbeik	t͡ʃgrnajik	t͡ʃgarenajik		t͡ʃuneik	t͡ʃkideik	t͡ʃgajik		t͡ʃəllajik	t͡ʃkajik	t͡ʃlajik	t͡ʃdajik	t͡ʃardapereik	t͡ʃpereik	t͡ʃantratarnajik	t͡ʃtarnajik	t͡ʃarneik	t͡ʃpanajik	t͡ʃtneik	t͡ʃertajik	t͡ʃzarneik	t͡ʃzit͡ʃeik	t͡ʃəntuneik	t͡ʃəneik	t͡ʃəseik	t͡ʃtkneik	t͡ʃijnajik	t͡ʃxad͡zneik	t͡ʃxaɣajik	t͡ʃmnajik	t͡ʃnsdeik	t͡ʃudeik	t͡ʃdaneik
